    HJD      Phase   Vdmag
52180.63558 0.98704 -0.036
52180.63649 0.98721 -0.029
52180.63742 0.98738 -0.022
52180.63835 0.98755 -0.023
52180.64022 0.98788 -0.015
52180.64114 0.98805 -0.006
52180.64207 0.98822 -0.002
52180.64298 0.98839 -0.008
52180.64391 0.98856  0.013
52180.64484 0.98872  0.018
52180.64575 0.98889  0.009
52180.64666 0.98905  0.011
52180.64759 0.98922  0.021
52180.64850 0.98939  0.032
52180.64943 0.98956  0.030
52180.65036 0.98973  0.031
52180.65128 0.98989  0.039
52180.65220 0.99006  0.043
52180.65311 0.99023  0.048
52180.65404 0.99040  0.053
52180.65497 0.99056  0.056
52180.65589 0.99073  0.064
52180.65683 0.99090  0.069
52180.65774 0.99107  0.073
52180.65866 0.99123  0.072
52180.65958 0.99140  0.079
52180.66052 0.99157  0.079
52180.66143 0.99174  0.089
52180.66236 0.99191  0.089
52180.66327 0.99207  0.104
52180.66419 0.99224  0.109
52180.66511 0.99241  0.104
52180.66606 0.99258  0.107
52180.66699 0.99275  0.110
52180.66790 0.99291  0.119
52180.66882 0.99308  0.124
52180.66974 0.99325  0.117
52180.67067 0.99342  0.128
52180.67160 0.99358  0.121
52180.67251 0.99375  0.134
52180.67344 0.99392  0.134
52180.67436 0.99409  0.141
52180.67528 0.99425  0.145
52180.67619 0.99442  0.148
52180.67713 0.99459  0.147
52180.67805 0.99476  0.155
52180.67898 0.99493  0.148
52180.67989 0.99509  0.149
52180.68082 0.99526  0.155
52180.68175 0.99543  0.158
52180.68266 0.99559  0.153
52180.68357 0.99576  0.159
52180.68451 0.99593  0.158
52180.68543 0.99610  0.158
52180.68635 0.99626  0.170
52180.68727 0.99643  0.159
52180.68819 0.99660  0.165
52180.68911 0.99677  0.172
52180.69006 0.99694  0.160
52180.69193 0.99728  0.175
52180.69285 0.99744  0.167
52180.69378 0.99761  0.157
52180.69471 0.99778  0.163
52180.69562 0.99795  0.154
52180.69655 0.99812  0.153
52180.69746 0.99828  0.153
52180.69838 0.99845  0.160
52180.69932 0.99862  0.164
52180.70023 0.99878  0.159
52180.70114 0.99895  0.168
52180.70206 0.99912  0.163
52180.70298 0.99928  0.165
52180.70390 0.99945  0.164
52180.70481 0.99962  0.162
52180.70574 0.99979  0.168
52180.70665 0.99995  0.163
52180.70757 0.00012  0.173
52180.70849 0.00029  0.169
52180.70941 0.00045  0.165
52180.71032 0.00062  0.167
52180.71126 0.00079  0.160
52180.71219 0.00096  0.161
52180.71311 0.00112  0.166
52180.71403 0.00129  0.167
52180.71494 0.00146  0.167
52180.71587 0.00163  0.165
52180.71680 0.00179  0.164
52180.71772 0.00196  0.174
52180.71864 0.00213  0.173
52180.71958 0.00230  0.163
52180.72051 0.00247  0.166
52180.72142 0.00263  0.172
52180.72234 0.00280  0.163
52180.72326 0.00297  0.171
52180.72418 0.00314  0.164
52180.72510 0.00330  0.163
52180.72602 0.00347  0.171
52180.72694 0.00364  0.167
52180.72788 0.00381  0.165
52180.72883 0.00398  0.159
52180.72976 0.00415  0.166
52180.73067 0.00431  0.164
52180.73158 0.00448  0.157
52180.73251 0.00465  0.161
52180.73344 0.00482  0.161
52180.73436 0.00498  0.153
52180.73529 0.00515  0.155
52180.73620 0.00532  0.149
52180.73712 0.00549  0.146
52180.73803 0.00565  0.146
52180.73896 0.00582  0.142
52180.73988 0.00599  0.144
52180.74081 0.00616  0.142
52180.74172 0.00632  0.139
52180.74266 0.00649  0.127
52180.74358 0.00666  0.135
52180.74450 0.00683  0.131
52180.74543 0.00699  0.122
52180.74633 0.00716  0.114
52180.74724 0.00732  0.118
52180.74816 0.00749  0.108
52180.74907 0.00766  0.108
52180.75000 0.00782  0.100
52180.75093 0.00799  0.100
52180.75184 0.00816  0.102
52180.75277 0.00833  0.094
52180.75368 0.00849  0.090
52180.75463 0.00867  0.085
52180.75554 0.00883  0.069
52180.75646 0.00900  0.073
52180.75740 0.00917  0.065
52180.75832 0.00934  0.068
52180.75924 0.00950  0.056
52180.76016 0.00967  0.057
52180.76109 0.00984  0.048
52180.76199 0.01000  0.042
52180.76292 0.01017  0.038
52180.76385 0.01034  0.035
52180.76478 0.01051  0.032
52180.76662 0.01084  0.025
52180.76753 0.01101  0.015
52180.76846 0.01118  0.012
52180.76937 0.01134  0.006
52180.77030 0.01151  0.001
52180.77122 0.01168 -0.001
52180.77213 0.01184 -0.006
52180.77304 0.01201 -0.008
52180.77397 0.01218 -0.008
52180.77581 0.01251 -0.021
52180.77674 0.01268 -0.025
52180.77765 0.01285 -0.038
52180.77856 0.01301 -0.039
52180.77949 0.01318 -0.044
52180.78042 0.01335 -0.044
52180.78134 0.01352 -0.050
52180.78227 0.01369 -0.058
52180.78318 0.01385 -0.062
52180.78411 0.01402 -0.065
52180.78503 0.01419 -0.073
52180.78595 0.01435 -0.077
52180.78688 0.01452 -0.076
52180.78780 0.01469 -0.080
52180.78872 0.01486 -0.086
52180.78963 0.01502 -0.095
52180.79056 0.01519 -0.093
52180.79147 0.01536 -0.094
52180.79240 0.01553 -0.099
52180.79331 0.01569 -0.104
52180.79424 0.01586 -0.109
52180.79515 0.01603 -0.115
52180.79609 0.01620 -0.119
52180.79701 0.01636 -0.119
52180.79794 0.01653 -0.127
52180.79887 0.01670 -0.137
52180.79978 0.01687 -0.131
52180.80071 0.01704 -0.132
52180.80164 0.01720 -0.140
52180.80257 0.01737 -0.140
52180.80348 0.01754 -0.152
52180.80532 0.01787 -0.156
52180.80625 0.01804 -0.157
52180.80718 0.01821 -0.170
52180.80810 0.01838 -0.163
52180.80904 0.01855 -0.172
52180.80997 0.01872 -0.172
52180.81088 0.01888 -0.170
52180.81179 0.01905 -0.178
52180.81272 0.01922 -0.187
52180.81363 0.01938 -0.190
52180.81455 0.01955 -0.188
52180.81546 0.01971 -0.193
52180.81639 0.01988 -0.195
52180.81733 0.02005 -0.195
52180.81824 0.02022 -0.203
52180.81918 0.02039 -0.203
52180.82009 0.02056 -0.202
52180.82102 0.02072 -0.208
52180.82192 0.02089 -0.205
52180.82286 0.02106 -0.206
52180.82377 0.02122 -0.224
52180.82472 0.02140 -0.214
52180.82564 0.02156 -0.216
52180.82657 0.02173 -0.227
52180.82750 0.02190 -0.238
52180.82842 0.02207 -0.229
52180.82935 0.02224 -0.245
52180.83027 0.02240 -0.237
52180.83119 0.02257 -0.239
52180.83211 0.02274 -0.248
52180.83302 0.02290 -0.245
52180.83395 0.02307 -0.248
52180.83580 0.02341 -0.258
52180.83671 0.02357 -0.260
52180.83763 0.02374 -0.260
52180.83854 0.02391 -0.258
52180.83947 0.02408 -0.262
52180.84039 0.02424 -0.268
52180.84131 0.02441 -0.262
52180.84223 0.02458 -0.281
52180.84314 0.02474 -0.281
52180.84406 0.02491 -0.282
52180.84498 0.02508 -0.282
52180.84590 0.02524 -0.278
52180.84682 0.02541 -0.291
52180.84773 0.02558 -0.290
52180.84866 0.02575 -0.282
52180.84958 0.02591 -0.292
52180.85050 0.02608 -0.297
52180.85142 0.02625 -0.297
52180.85234 0.02641 -0.297
52180.85327 0.02658 -0.302
52180.85418 0.02675 -0.296
52180.85511 0.02692 -0.309
52180.85603 0.02708 -0.308
52180.85695 0.02725 -0.310
52180.85880 0.02759 -0.319
52180.85972 0.02775 -0.314
52180.86064 0.02792 -0.322
52180.86156 0.02809 -0.316
52180.86249 0.02826 -0.326
52180.86342 0.02843 -0.318
52180.86433 0.02859 -0.328
52180.86526 0.02876 -0.327
52180.86618 0.02893 -0.330
52180.86711 0.02910 -0.320
52180.86802 0.02926 -0.338
52180.86894 0.02943 -0.335
52180.86986 0.02960 -0.335
52180.87080 0.02977 -0.330
52180.87171 0.02993 -0.332
52180.87263 0.03010 -0.327
52180.87355 0.03027 -0.334
52180.87447 0.03043 -0.333
52180.87540 0.03060 -0.337
52180.87631 0.03077 -0.347
52180.87722 0.03093 -0.339
52180.87815 0.03110 -0.341
52180.87906 0.03127 -0.342
52180.87999 0.03144 -0.345
52180.88092 0.03160 -0.337
52180.88184 0.03177 -0.338
52180.88277 0.03194 -0.336
52180.88369 0.03211 -0.347
52180.88461 0.03228 -0.343
52180.88555 0.03245 -0.340
52180.88645 0.03261 -0.349
52180.88739 0.03278 -0.340
52180.88830 0.03295 -0.340
52180.88923 0.03311 -0.347
52180.89015 0.03328 -0.342
52180.89108 0.03345 -0.339
52180.89199 0.03362 -0.338
52180.89292 0.03378 -0.340
52180.89383 0.03395 -0.344
52180.89475 0.03412 -0.341
52180.89567 0.03428 -0.344
52180.89659 0.03445 -0.337
52180.89751 0.03462 -0.351
52180.89844 0.03479 -0.343
52180.89935 0.03495 -0.342
52180.90028 0.03512 -0.343
52180.90121 0.03529 -0.329
52180.90212 0.03546 -0.340
52180.90305 0.03562 -0.341
52180.90396 0.03579 -0.348
52180.90489 0.03596 -0.349
52180.90580 0.03612 -0.349
52180.90673 0.03629 -0.349
52180.90765 0.03646 -0.352
52180.90857 0.03663 -0.340
52180.90948 0.03679 -0.351
52180.91040 0.03696 -0.353
52180.91131 0.03712 -0.345
52180.91224 0.03729 -0.349
52180.91315 0.03746 -0.341
52180.91408 0.03763 -0.351
52180.91499 0.03779 -0.347
52180.91592 0.03796 -0.354
52180.91683 0.03813 -0.347
52180.91776 0.03830 -0.346
52180.91868 0.03846 -0.346
52180.91960 0.03863 -0.349
52180.92052 0.03880 -0.345
52180.92144 0.03896 -0.349
52180.92235 0.03913 -0.343
52180.92328 0.03930 -0.351
52180.92419 0.03946 -0.345
52180.92512 0.03963 -0.347
52180.92604 0.03980 -0.350
52180.92697 0.03997 -0.340
52180.92788 0.04013 -0.335
52180.92881 0.04030 -0.348
52180.92974 0.04047 -0.338
52180.93065 0.04064 -0.338
52180.93158 0.04081 -0.342
52180.93250 0.04097 -0.338
52180.93343 0.04114 -0.340
52180.93435 0.04131 -0.349
52180.93528 0.04148 -0.342
52180.93619 0.04164 -0.337
52180.93711 0.04181 -0.341
52180.93802 0.04198 -0.349
52180.93896 0.04215 -0.346
52180.93988 0.04231 -0.343
52235.50152 0.95275 -0.343
52235.50244 0.95292 -0.334
52235.50334 0.95308 -0.347
52235.50425 0.95325 -0.353
52235.50517 0.95342 -0.348
52235.50608 0.95358 -0.344
52235.50699 0.95375 -0.342
52235.50790 0.95391 -0.346
52235.50882 0.95408 -0.349
52235.50975 0.95425 -0.343
52235.51065 0.95441 -0.344
52235.51156 0.95458 -0.342
52235.51249 0.95475 -0.342
52235.51339 0.95491 -0.338
52235.51432 0.95508 -0.345
52235.51522 0.95524 -0.342
52235.51615 0.95541 -0.351
52235.51706 0.95558 -0.335
52235.51800 0.95575 -0.345
52235.51892 0.95591 -0.353
52235.51984 0.95608 -0.331
52235.52075 0.95625 -0.349
52235.52167 0.95641 -0.341
52235.52258 0.95658 -0.337
52235.52349 0.95674 -0.340
52235.52441 0.95691 -0.347
52235.52533 0.95708 -0.351
52235.52624 0.95724 -0.341
52235.52716 0.95741 -0.340
52235.52805 0.95757 -0.334
52235.52898 0.95774 -0.341
52235.52988 0.95790 -0.347
52235.53080 0.95807 -0.354
52235.53171 0.95824 -0.340
52235.53261 0.95840 -0.347
52235.53353 0.95857 -0.343
52235.53444 0.95873 -0.347
52235.53536 0.95890 -0.345
52235.53626 0.95906 -0.347
52235.53719 0.95923 -0.344
52235.53809 0.95940 -0.346
52235.53900 0.95956 -0.339
52235.53994 0.95973 -0.337
52235.54083 0.95989 -0.341
52235.54175 0.96006 -0.345
52235.54266 0.96023 -0.354
52235.54357 0.96039 -0.345
52235.54449 0.96056 -0.335
52235.54540 0.96072 -0.336
52235.54632 0.96089 -0.348
52235.54722 0.96105 -0.344
52235.54815 0.96122 -0.334
52235.54905 0.96139 -0.351
52235.54995 0.96155 -0.343
52235.55087 0.96172 -0.340
52235.55180 0.96189 -0.340
52235.55272 0.96205 -0.336
52235.55364 0.96222 -0.348
52235.55459 0.96239 -0.342
52235.55551 0.96256 -0.341
52235.55641 0.96272 -0.348
52235.55732 0.96289 -0.346
52235.55824 0.96306 -0.344
52235.55914 0.96322 -0.338
52235.56004 0.96338 -0.347
52235.56096 0.96355 -0.340
52235.56190 0.96372 -0.341
52235.56281 0.96389 -0.343
52235.56372 0.96405 -0.345
52235.56464 0.96422 -0.344
52235.56555 0.96438 -0.354
52235.56647 0.96455 -0.345
52235.56738 0.96472 -0.349
52235.56830 0.96488 -0.352
52235.56921 0.96505 -0.335
52235.57012 0.96521 -0.353
52235.57104 0.96538 -0.334
52235.57195 0.96555 -0.339
52235.57286 0.96571 -0.345
52235.57378 0.96588 -0.339
52235.57468 0.96604 -0.342
52235.57560 0.96621 -0.343
52235.57651 0.96637 -0.342
52235.57743 0.96654 -0.347
52235.57834 0.96671 -0.352
52235.57924 0.96687 -0.334
52235.58016 0.96704 -0.335
52235.58106 0.96720 -0.343
52235.58199 0.96737 -0.341
52235.58290 0.96753 -0.337
52235.58383 0.96770 -0.339
52235.58474 0.96787 -0.343
52235.58563 0.96803 -0.343
52235.58747 0.96836 -0.341
52235.58840 0.96853 -0.333
52235.58929 0.96870 -0.344
52235.59022 0.96886 -0.347
52235.59113 0.96903 -0.338
52235.59205 0.96920 -0.343
52235.59296 0.96936 -0.333
52235.59389 0.96953 -0.340
52235.59480 0.96970 -0.335
52235.59573 0.96986 -0.327
52235.59663 0.97003 -0.332
52235.59758 0.97020 -0.338
52235.59848 0.97036 -0.325
52235.59939 0.97053 -0.334
52235.60030 0.97069 -0.322
52235.60121 0.97086 -0.318
52235.60215 0.97103 -0.321
52235.60306 0.97120 -0.322
52235.60399 0.97137 -0.324
52235.60490 0.97153 -0.316
52235.60582 0.97170 -0.311
52235.60672 0.97186 -0.316
52235.60762 0.97202 -0.307
52235.60855 0.97219 -0.316
52235.60945 0.97236 -0.313
52235.61037 0.97252 -0.314
52235.61128 0.97269 -0.305
52235.61220 0.97286 -0.303
52235.61311 0.97302 -0.301
52235.61404 0.97319 -0.304
52235.61495 0.97336 -0.290
52235.61585 0.97352 -0.303
52235.61678 0.97369 -0.300
52235.61768 0.97385 -0.295
52235.61861 0.97402 -0.295
52235.61951 0.97418 -0.285
52235.62044 0.97435 -0.287
52235.62135 0.97452 -0.287
52235.62226 0.97468 -0.283
52235.62320 0.97485 -0.274
52235.62410 0.97502 -0.277
52235.62503 0.97519 -0.275
52235.62594 0.97535 -0.274
52235.62686 0.97552 -0.270
52235.62778 0.97569 -0.265
52235.62870 0.97585 -0.265
52235.62961 0.97602 -0.263
52235.63052 0.97618 -0.261
52235.63143 0.97635 -0.250
52235.63692 0.97735 -0.240
52235.63783 0.97751 -0.238
52235.63873 0.97768 -0.238
52235.63965 0.97784 -0.233
52235.64056 0.97801 -0.236
52235.64149 0.97818 -0.236
52235.64243 0.97835 -0.228
52235.64333 0.97851 -0.215
52235.64427 0.97868 -0.219
52235.64517 0.97885 -0.214
52235.64608 0.97901 -0.215
52235.64701 0.97918 -0.208
52235.64791 0.97934 -0.210
52235.64884 0.97951 -0.204
52235.64975 0.97968 -0.206
52235.65065 0.97984 -0.203
52235.65158 0.98001 -0.197
52235.65248 0.98017 -0.197
52235.65340 0.98034 -0.185
52235.65430 0.98050 -0.187
52235.65521 0.98067 -0.174
52235.65612 0.98083 -0.180
52235.65703 0.98100 -0.180
52235.65795 0.98117 -0.176
52235.65887 0.98133 -0.169
52235.65979 0.98150 -0.161
52235.66069 0.98166 -0.152
52235.66160 0.98183 -0.151
52235.66251 0.98199 -0.152
52235.66342 0.98216 -0.146
52235.66432 0.98232 -0.143
52235.66524 0.98249 -0.149
52235.66614 0.98265 -0.137
52235.66708 0.98282 -0.126
52235.66799 0.98299 -0.126
52235.66889 0.98315 -0.130
52235.67078 0.98350 -0.117
52235.67171 0.98367 -0.117
52235.67262 0.98383 -0.116
52235.67354 0.98400 -0.115
52235.67445 0.98416 -0.106
52235.67536 0.98433 -0.098
52235.67627 0.98449 -0.102
52235.67719 0.98466 -0.096
52235.67808 0.98482 -0.094
52235.67900 0.98499 -0.088
52235.67991 0.98516 -0.082
52235.68082 0.98532 -0.075
52235.68174 0.98549 -0.076
52235.68264 0.98565 -0.077
52235.68356 0.98582 -0.073
52235.68448 0.98599 -0.062
52235.68539 0.98615 -0.066
52235.68632 0.98632 -0.057
52235.68723 0.98648 -0.051
52235.68814 0.98665 -0.038
52235.68907 0.98682 -0.045
52235.68997 0.98698 -0.033
52235.69090 0.98715 -0.038
52235.69180 0.98731 -0.025
52235.69271 0.98748 -0.027
52235.69362 0.98765 -0.023
52235.69453 0.98781 -0.008
52235.69546 0.98798 -0.009
52235.69636 0.98814 -0.003
52235.69727 0.98831 -0.007
52235.69818 0.98847 -0.000
52235.69912 0.98864  0.002
52235.70004 0.98881  0.009
52235.70097 0.98898  0.022
52235.70188 0.98915  0.017
52235.70279 0.98931  0.025
52235.70371 0.98948  0.033
52235.70461 0.98964  0.044
52235.70554 0.98981  0.039
52235.70645 0.98998  0.043
52235.70737 0.99014  0.047
52235.70829 0.99031  0.055
52235.70921 0.99048  0.053
52235.71012 0.99064  0.061
52235.71103 0.99081  0.058
52235.71196 0.99098  0.082
52235.71287 0.99114  0.081
52235.71378 0.99131  0.082
52235.71469 0.99147  0.093
52235.71561 0.99164  0.090
52235.71654 0.99181  0.085
52235.71746 0.99198  0.102
52235.71836 0.99214  0.106
52235.71929 0.99231  0.099
52235.72022 0.99248  0.115
52235.72114 0.99264  0.118
52235.72205 0.99281  0.115
52235.72296 0.99297  0.121
52235.72388 0.99314  0.130
52235.72481 0.99331  0.125
52235.72573 0.99348  0.126
52235.72665 0.99364  0.127
52235.72755 0.99381  0.141
52235.72848 0.99398  0.137
52235.72939 0.99414  0.145
52235.73029 0.99431  0.147
52235.73121 0.99447  0.143
52235.73212 0.99464  0.151
52235.73305 0.99481  0.152
52235.73395 0.99497  0.153
52235.73486 0.99514  0.153
52235.73578 0.99530  0.142
52235.73670 0.99547  0.151
52235.73761 0.99564  0.155
52235.73852 0.99580  0.167
52235.73945 0.99597  0.170
52235.74036 0.99614  0.166
52235.74128 0.99630  0.148
52235.74218 0.99647  0.184
52235.74309 0.99663  0.158
52235.74400 0.99680  0.170
52235.74491 0.99696  0.172
52235.74581 0.99713  0.176
52235.74674 0.99729  0.168
52235.74768 0.99746  0.172
52235.74859 0.99763  0.166
52235.74951 0.99780  0.169
52235.75041 0.99796  0.165
52235.75133 0.99813  0.172
52235.75225 0.99829  0.169
52235.75412 0.99863  0.176
52235.75504 0.99880  0.169
52235.75595 0.99897  0.158
52235.75688 0.99914  0.178
52235.75778 0.99930  0.174
52235.75869 0.99946  0.163
52235.75960 0.99963  0.180
52235.76051 0.99980  0.176
52235.76143 0.99996  0.171
52235.76234 0.00013  0.174
52235.76325 0.00029  0.172
52235.76417 0.00046  0.164
52235.76507 0.00062  0.171
52235.76600 0.00079  0.162
52235.76691 0.00096  0.162
52235.76784 0.00113  0.158
52235.76874 0.00129  0.174
52235.76967 0.00146  0.167
52235.77057 0.00162  0.169
52235.77148 0.00179  0.175
52235.77241 0.00196  0.170
52235.77332 0.00212  0.160
52235.77425 0.00229  0.179
52235.77516 0.00246  0.177
52235.77608 0.00262  0.180
52235.77699 0.00279  0.160
52235.77790 0.00295  0.164
52235.77881 0.00312  0.160
52235.77974 0.00329  0.179
52235.78066 0.00346  0.163
52235.78156 0.00362  0.169
52235.78249 0.00379  0.169
52235.78340 0.00395  0.169
52235.78432 0.00412  0.168
52235.78524 0.00429  0.164
52235.78615 0.00445  0.181
52235.78706 0.00462  0.172
52235.78796 0.00478  0.159
52235.78888 0.00495  0.160
52235.78980 0.00512  0.161
52235.79073 0.00528  0.164
52235.79166 0.00545  0.161
52235.79256 0.00562  0.138
52235.79347 0.00578  0.142
52244.55543 0.59728 -0.351
52244.55635 0.59745 -0.346
52244.55725 0.59761 -0.349
52244.55818 0.59778 -0.340
52244.55907 0.59794 -0.343
52244.55998 0.59811 -0.349
52244.56087 0.59827 -0.343
52244.56179 0.59844 -0.344
52244.56270 0.59860 -0.343
52244.56360 0.59877 -0.346
52244.56452 0.59893 -0.346
52244.56542 0.59910 -0.347
52244.56634 0.59926 -0.347
52244.56724 0.59943 -0.352
52244.56814 0.59959 -0.350
52244.56906 0.59976 -0.341
52244.56996 0.59992 -0.342
52244.57086 0.60008 -0.345
52244.57176 0.60025 -0.341
52244.57269 0.60042 -0.346
52244.57360 0.60058 -0.347
52244.57450 0.60075 -0.350
52246.49381 0.94936 -0.324
52246.49475 0.94954 -0.329
52246.49565 0.94970 -0.329
52246.49660 0.94987 -0.347
52246.49753 0.95004 -0.348
52246.49843 0.95020 -0.336
52246.49937 0.95037 -0.336
52246.50027 0.95054 -0.340
52246.50118 0.95070 -0.338
52246.50209 0.95087 -0.337
52246.50300 0.95103 -0.337
52246.50393 0.95120 -0.336
52246.50485 0.95137 -0.340
52246.50577 0.95154 -0.335
52246.50668 0.95170 -0.337
52246.50759 0.95187 -0.332
52246.50851 0.95203 -0.349
52246.50942 0.95220 -0.342
52246.51033 0.95237 -0.348
52246.51124 0.95253 -0.341
52246.51217 0.95270 -0.340
52246.51307 0.95286 -0.359
52246.51399 0.95303 -0.334
52246.51492 0.95320 -0.339
52246.51583 0.95336 -0.341
52246.51676 0.95353 -0.347
52246.51766 0.95370 -0.340
52246.51859 0.95387 -0.339
52246.51952 0.95403 -0.340
52246.52043 0.95420 -0.344
52246.52230 0.95454 -0.350
52246.52322 0.95471 -0.346
52246.52413 0.95487 -0.352
52246.52505 0.95504 -0.346
52246.52595 0.95520 -0.339
52246.52688 0.95537 -0.340
52246.52779 0.95554 -0.342
52246.52873 0.95571 -0.341
52246.52964 0.95587 -0.348
52246.53056 0.95604 -0.340
52246.53148 0.95621 -0.343
52246.53240 0.95637 -0.340
52246.53331 0.95654 -0.350
52246.53423 0.95671 -0.345
52246.53514 0.95687 -0.339
52246.53605 0.95704 -0.345
52246.53697 0.95720 -0.343
52246.53789 0.95737 -0.346
52246.53880 0.95754 -0.353
52246.53971 0.95770 -0.346
52246.54061 0.95787 -0.348
52246.54153 0.95803 -0.346
52246.54245 0.95820 -0.349
52246.54337 0.95837 -0.342
52246.54428 0.95853 -0.343
52246.54520 0.95870 -0.342
52246.54611 0.95886 -0.344
52246.54703 0.95903 -0.344
52246.54794 0.95920 -0.342
52246.54885 0.95936 -0.348
52246.54976 0.95953 -0.347
52246.55068 0.95969 -0.345
52246.55160 0.95986 -0.346
52246.55251 0.96003 -0.342
52246.55344 0.96020 -0.340
52246.55434 0.96036 -0.343
52246.55525 0.96052 -0.338
52246.55615 0.96069 -0.339
52246.55709 0.96086 -0.346
52246.55801 0.96103 -0.339
52246.55892 0.96119 -0.339
52246.55986 0.96136 -0.347
52246.56078 0.96153 -0.346
52246.56170 0.96170 -0.345
52246.56263 0.96186 -0.346
52246.56353 0.96203 -0.341
52246.56444 0.96219 -0.340
52246.56537 0.96236 -0.345
52246.56628 0.96253 -0.348
52246.56721 0.96270 -0.341
52246.56812 0.96286 -0.350
52246.56995 0.96319 -0.333
52246.57087 0.96336 -0.349
52246.57178 0.96353 -0.345
52246.57270 0.96369 -0.349
52246.57360 0.96386 -0.340
52246.57451 0.96402 -0.346
52246.57543 0.96419 -0.345
52246.57634 0.96436 -0.340
52246.57727 0.96452 -0.348
52246.57818 0.96469 -0.347
52246.57911 0.96486 -0.348
52246.58002 0.96502 -0.336
52246.58092 0.96519 -0.336
52246.58185 0.96536 -0.344
52246.58275 0.96552 -0.346
52246.58367 0.96569 -0.346
52246.58458 0.96585 -0.344
52246.58548 0.96602 -0.337
52246.58641 0.96618 -0.339
52246.58732 0.96635 -0.341
52246.58824 0.96652 -0.342
52246.58914 0.96668 -0.337
52246.59006 0.96685 -0.340
52246.59098 0.96701 -0.340
52246.59191 0.96718 -0.339
52246.59282 0.96735 -0.338
52246.59373 0.96751 -0.341
52246.59464 0.96768 -0.343
52246.59557 0.96785 -0.339
52246.59648 0.96801 -0.336
52246.59739 0.96818 -0.339
52246.59832 0.96835 -0.337
52246.59922 0.96851 -0.342
52246.60015 0.96868 -0.348
52246.60106 0.96885 -0.343
52246.60198 0.96901 -0.341
52246.60288 0.96918 -0.334
52246.60379 0.96934 -0.322
52246.60470 0.96951 -0.325
52246.60562 0.96967 -0.332
52246.60653 0.96984 -0.341
52246.60744 0.97000 -0.332
52246.60835 0.97017 -0.330
52246.60927 0.97034 -0.321
52246.61018 0.97050 -0.324
52246.61111 0.97067 -0.322
52246.61293 0.97100 -0.322
52246.61384 0.97117 -0.333
52246.61474 0.97133 -0.322
52246.61565 0.97150 -0.321
52246.61657 0.97166 -0.316
52246.61749 0.97183 -0.312
52246.61840 0.97199 -0.315
52246.61929 0.97216 -0.315
52246.62021 0.97232 -0.311
52246.62111 0.97249 -0.299
52246.62202 0.97265 -0.293
52246.62294 0.97282 -0.303
52246.62385 0.97298 -0.299
52246.62479 0.97316 -0.288
52246.62569 0.97332 -0.294
52246.62661 0.97349 -0.294
52246.62750 0.97365 -0.296
52246.62842 0.97381 -0.290
52246.62934 0.97398 -0.288
52246.63025 0.97415 -0.288
52246.63118 0.97432 -0.285
52246.63208 0.97448 -0.283
52246.63301 0.97465 -0.273
52246.63392 0.97481 -0.279
52246.63482 0.97498 -0.275
52246.63573 0.97514 -0.278
52246.63665 0.97531 -0.272
52246.63755 0.97547 -0.281
52246.63847 0.97564 -0.270
52246.63938 0.97581 -0.255
52246.64030 0.97597 -0.263
52246.64120 0.97614 -0.249
52246.64211 0.97630 -0.245
52246.64302 0.97647 -0.251
52246.64394 0.97663 -0.255
52246.64486 0.97680 -0.250
52246.64578 0.97697 -0.229
52246.64670 0.97714 -0.247
52246.64761 0.97730 -0.241
52246.64947 0.97764 -0.235
52246.65039 0.97781 -0.235
52246.65130 0.97797 -0.233
52246.65222 0.97814 -0.215
52246.65314 0.97830 -0.215
52246.65406 0.97847 -0.210
52246.65497 0.97864 -0.210
52246.65588 0.97880 -0.209
52246.65679 0.97897 -0.203
52246.65772 0.97914 -0.206
52246.65862 0.97930 -0.205
52246.65953 0.97947 -0.197
52246.66046 0.97963 -0.195
52246.66140 0.97981 -0.200
52246.66230 0.97997 -0.197
52246.66320 0.98013 -0.185
52246.66413 0.98030 -0.173
52246.66503 0.98046 -0.180
52246.66596 0.98063 -0.173
52246.66687 0.98080 -0.169
52246.66778 0.98096 -0.172
52246.66870 0.98113 -0.169
52246.66960 0.98129 -0.173
52246.67054 0.98147 -0.167
52246.67145 0.98163 -0.156
52246.67236 0.98180 -0.157
52246.67330 0.98197 -0.143
52246.67421 0.98213 -0.153
52246.67511 0.98230 -0.147
52246.67604 0.98246 -0.141
52246.67694 0.98263 -0.137
52246.67786 0.98280 -0.139
52246.67877 0.98296 -0.130
52246.67968 0.98313 -0.131
52246.68061 0.98329 -0.108
52246.68152 0.98346 -0.121
52246.68245 0.98363 -0.115
52246.68335 0.98379 -0.111
52246.68427 0.98396 -0.108
52246.68517 0.98412 -0.101
52246.68609 0.98429 -0.100
52246.68702 0.98446 -0.089
52246.68793 0.98462 -0.091
52246.68885 0.98479 -0.086
52246.68976 0.98496 -0.075
52246.69068 0.98512 -0.083
52246.69158 0.98529 -0.083
52246.69249 0.98545 -0.075
52246.69340 0.98562 -0.059
52246.69432 0.98578 -0.063
52246.69523 0.98595 -0.063
52246.69614 0.98612 -0.050
52246.69705 0.98628 -0.043
52246.69797 0.98645 -0.054
52246.69887 0.98661 -0.050
52246.69981 0.98678 -0.032
52246.70071 0.98695 -0.032
52246.70163 0.98711 -0.032
52246.70253 0.98728 -0.027
52246.70345 0.98744 -0.011
52246.70436 0.98761 -0.010
52246.70527 0.98777 -0.015
52246.70617 0.98794 -0.017
52246.70710 0.98811  0.003
52246.70803 0.98828 -0.008
